Tenant Name,City,Property Type,BHK,Size (Sq.Ft),Furnishing,Rent (₹/month),Property Age (yrs),Contact No.,Email ID,Availability Date
Vaibhav Bakshi,Nagpur,Villa,3,1243,Furnished,25764,7,9593974266,vaibhavbakshi@gmail.com,18-11-25
Divij Majumdar,Bangalore,Independent,2,1139,Unfurnished,50920,20,9089107692,divijmajumdar@gmail.com,25-10-25
Saksham Rama,Chennai,Independent,1,1744,Semi-Furnished,81218,13,9572964396,sakshamrama@gmail.com,30-12-25
Shlok Krishnan,Hyderabad,Apartment,5,1866,Unfurnished,37469,0,9370214471,shlokkrishnan@gmail.com,08-11-25
Anya Bora,Delhi,Independent,5,1080,Furnished,28503,3,9691803033,anyabora@gmail.com,02-11-25
Biju Gara,Jaipur,Apartment,3,934,Unfurnished,23305,1,9788401160,bijugara@gmail.com,16-11-25
Amira Borde,Nagpur,Apartment,5,993,Semi-Furnished,30743,2,9408546672,amiraborde@gmail.com,27-12-25
Drishya Goyal,Kolkata,Villa,5,1010,Unfurnished,41104,2,9212579442,drishyagoyal@gmail.com,16-11-25
Rasha Dar,Pune,Studio,3,473,Unfurnished,20562,17,9039005248,rashadar@gmail.com,14-11-25
Heer Mammen,Pune,Apartment,1,1705,Furnished,44199,19,9519255876,heermammen@gmail.com,21-11-25
Kimaya Mannan,Nagpur,Studio,5,2210,Furnished,68769,4,9514524112,kimayamannan@gmail.com,17-12-25
Shanaya Shah,Indore,Apartment,4,1069,Unfurnished,19328,7,9346903157,shanayashah@gmail.com,07-12-25
Tiya Kanda,Jaipur,Independent,3,828,Semi-Furnished,20993,6,9509251751,tiyakanda@gmail.com,27-12-25
Ishita Sinha,Nagpur,Villa,4,1686,Unfurnished,62761,4,9553954996,ishitasinha@gmail.com,26-11-25
Jivika Dubey,Nagpur,Apartment,3,1367,Unfurnished,29308,19,9517281588,jivikadubey@gmail.com,06-12-25
Suhana Chauhan,Jaipur,Studio,4,501,Unfurnished,15255,18,9459555495,suhanachauhan@gmail.com,14-12-25
Shlok Chandra,Delhi,Studio,2,2309,Semi-Furnished,53520,8,9278314068,shlokchandra@gmail.com,16-10-25
Damini Tiwari,Kolkata,Independent,5,1603,Unfurnished,40462,14,9747992907,daminitiwari@gmail.com,10-11-25
Ishaan Lanka,Jaipur,Independent,2,2129,Unfurnished,79823,19,9200975354,ishaanlanka@gmail.com,26-10-25
Damini Bhalla,Indore,Apartment,3,505,Unfurnished,10640,18,9354621455,daminibhalla@gmail.com,07-10-25
Ranbir Biswas,Nagpur,Villa,2,813,Furnished,27696,0,9444423767,ranbirbiswas@gmail.com,22-10-25
Aarav Dugar,Mumbai,Independent,1,1660,Unfurnished,101716,7,9420034414,aaravdugar@gmail.com,15-11-25
Anaya Lad,Jaipur,Apartment,4,463,Furnished,15358,14,9602973690,anayalad@gmail.com,25-11-25
Taimur Rout,Jaipur,Studio,5,1465,Semi-Furnished,47755,13,9896658172,taimurrout@gmail.com,29-10-25
Ryan Wason,Chennai,Studio,3,2473,Unfurnished,106073,12,9081286900,ryanwason@gmail.com,22-11-25
Nirvaan Sarma,Nagpur,Studio,2,600,Semi-Furnished,10420,13,9393153447,nirvaansarma@gmail.com,10-11-25
Ela Seshadri,Delhi,Independent,3,570,Semi-Furnished,12331,20,9313461006,elaseshadri@gmail.com,11-10-25
Rasha Din,Bangalore,Independent,3,1033,Unfurnished,55553,10,9007187245,rashadin@gmail.com,23-11-25
Onkar Sankaran,Hyderabad,Studio,1,517,Furnished,23771,8,9448392285,onkarsankaran@gmail.com,03-11-25
Hridaan Mangat,Indore,Villa,3,2142,Semi-Furnished,53773,14,9725398353,hridaanmangat@gmail.com,07-12-25
Vihaan Krishna,Nagpur,Studio,1,1036,Semi-Furnished,17816,11,9575857445,vihaankrishna@gmail.com,21-11-25
Sumer Garg,Hyderabad,Studio,4,2484,Semi-Furnished,89904,13,9882478676,sumergarg@gmail.com,13-12-25
Sumer Hari,Pune,Independent,4,841,Semi-Furnished,25358,6,9265555564,sumerhari@gmail.com,02-12-25
Anvi Gill,Bangalore,Independent,1,2019,Unfurnished,104810,16,9764928418,anvigill@gmail.com,19-11-25
Dhanush Uppal,Chennai,Villa,3,1408,Unfurnished,29287,15,9657465652,dhanushuppal@gmail.com,18-11-25
Pari Saran,Indore,Apartment,2,853,Semi-Furnished,20683,2,9938357584,parisaran@gmail.com,26-11-25
Ira Bava,Indore,Apartment,2,473,Unfurnished,12037,15,9008457695,irabava@gmail.com,15-11-25
Khushi Cherian,Hyderabad,Studio,1,2091,Furnished,95300,4,9800682185,khushicherian@gmail.com,21-12-25
Umang Sahota,Bangalore,Apartment,2,2189,Furnished,147591,19,9354468980,umangsahota@gmail.com,19-11-25
Mahika Kalita,Nagpur,Villa,3,651,Semi-Furnished,9732,12,9990825579,mahikakalita@gmail.com,27-12-25
Madhav Bhatia,Kolkata,Villa,1,1182,Unfurnished,24325,7,9497119043,madhavbhatia@gmail.com,28-12-25
Madhav Gade,Jaipur,Studio,1,2132,Unfurnished,71845,19,9157609455,madhavgade@gmail.com,07-11-25
Onkar Karan,Kolkata,Independent,3,1198,Furnished,51976,8,9937990386,onkarkaran@gmail.com,30-11-25
Saanvi Raja,Kolkata,Villa,5,1425,Furnished,42446,20,9980003081,saanviraja@gmail.com,25-11-25
Kabir Handa,Jaipur,Villa,4,979,Furnished,17859,10,9667547499,kabirhanda@gmail.com,22-12-25
Jayan Ratti,Pune,Villa,1,654,Unfurnished,11146,4,9173339418,jayanratti@gmail.com,19-11-25
Indrajit Barad,Hyderabad,Independent,4,1223,Semi-Furnished,39347,16,9858645692,indrajitbarad@gmail.com,28-11-25
Mamooty Garg,Nagpur,Independent,2,1777,Semi-Furnished,42350,6,9086161889,mamootygarg@gmail.com,20-11-25
Shayak Goda,Pune,Independent,3,1417,Semi-Furnished,41518,2,9726046652,shayakgoda@gmail.com,24-11-25
Jayant Sani,Chennai,Apartment,2,1859,Furnished,68620,4,9034091437,jayantsani@gmail.com,30-12-25
Divit Banik,Bangalore,Villa,3,1032,Furnished,39943,5,9191799142,divitbanik@gmail.com,03-11-25
Farhan Bava,Chennai,Villa,1,1922,Unfurnished,79141,2,9433523874,farhanbava@gmail.com,04-12-25
Anvi Bail,Mumbai,Independent,1,2336,Furnished,156547,5,9179513699,anvibail@gmail.com,29-11-25
Khushi Sama,Jaipur,Villa,3,1396,Unfurnished,24912,13,9347675627,khushisama@gmail.com,26-12-25
Kanav Raja,Kolkata,Independent,5,794,Furnished,14453,18,9881673561,kanavraja@gmail.com,06-10-25
Yuvaan Sha,Kolkata,Independent,2,2134,Furnished,60780,12,9587246055,yuvaansha@gmail.com,20-12-25
Gokul Bobal,Delhi,Apartment,2,411,Semi-Furnished,9006,4,9338676215,gokulbobal@gmail.com,25-12-25
Ishita Contractor,Kolkata,Villa,3,1305,Semi-Furnished,21426,13,9215656379,ishitacontractor@gmail.com,02-12-25
Aaina Dhillon,Kolkata,Apartment,4,1245,Unfurnished,45077,4,9298897853,aainadhillon@gmail.com,01-11-25
Ojas Guha,Chennai,Studio,4,469,Furnished,19413,11,9669561151,ojasguha@gmail.com,09-12-25
Uthkarsh Gaba,Indore,Apartment,5,1749,Semi-Furnished,45796,11,9297299884,uthkarshgaba@gmail.com,13-12-25
Divyansh Doshi,Pune,Studio,4,1486,Semi-Furnished,71293,10,9730124594,divyanshdoshi@gmail.com,20-10-25
Uthkarsh Kothari,Chennai,Studio,3,1815,Semi-Furnished,52361,18,9854667880,uthkarshkothari@gmail.com,27-10-25
Kismat Lad,Pune,Studio,5,794,Unfurnished,19034,5,9909120076,kismatlad@gmail.com,06-12-25
Kartik Deo,Delhi,Studio,4,1883,Furnished,78811,13,9262480390,kartikdeo@gmail.com,24-10-25
Hiran Ben,Hyderabad,Studio,1,565,Unfurnished,27765,2,9019285978,hiranben@gmail.com,25-10-25
Taimur Chaudry,Jaipur,Studio,4,649,Furnished,18336,12,9895919651,taimurchaudry@gmail.com,15-10-25
Pranay Krishnamurthy,Pune,Apartment,3,1464,Furnished,36770,16,9261790257,pranaykrishnamurthy@gmail.com,23-11-25
Aarna Kunda,Bangalore,Studio,4,1549,Furnished,50217,16,9793666754,aarnakunda@gmail.com,10-11-25
Saira Hari,Bangalore,Villa,1,511,Furnished,34735,16,9991055428,sairahari@gmail.com,05-11-25
Khushi Saraf,Delhi,Independent,3,1805,Furnished,79216,19,9066703734,khushisaraf@gmail.com,08-11-25
Ivan Kapoor,Mumbai,Villa,4,884,Semi-Furnished,55104,8,9174035884,ivankapoor@gmail.com,26-10-25
Madhav Chakrabarti,Pune,Independent,3,698,Furnished,25153,19,9186851326,madhavchakrabarti@gmail.com,14-12-25
Keya Gokhale,Mumbai,Villa,4,2049,Unfurnished,128369,16,9140708832,keyagokhale@gmail.com,02-11-25
Manikya Kuruvilla,Kolkata,Villa,2,519,Furnished,7922,9,9934616995,manikyakuruvilla@gmail.com,22-12-25
Vidur Banerjee,Kolkata,Villa,2,1998,Unfurnished,84359,17,9313034077,vidurbanerjee@gmail.com,06-12-25
Aarna Subramaniam,Hyderabad,Villa,3,1925,Unfurnished,82736,19,9183434894,aarnasubramaniam@gmail.com,11-11-25
Saksham Gupta,Mumbai,Independent,1,2470,Semi-Furnished,185151,3,9220047172,sakshamgupta@gmail.com,08-12-25
Anahi Dugar,Mumbai,Villa,5,1797,Furnished,79732,17,9847381188,anahidugar@gmail.com,07-12-25
Sumer Khare,Pune,Studio,3,1511,Furnished,30693,8,9388627816,sumerkhare@gmail.com,05-10-25
Biju Basu,Bangalore,Villa,4,1267,Furnished,44616,9,9347203928,bijubasu@gmail.com,28-11-25
Gokul Gole,Chennai,Villa,4,646,Furnished,13278,5,9799289860,gokulgole@gmail.com,04-10-25
Tushar Deshpande,Jaipur,Independent,1,2230,Semi-Furnished,69314,14,9367141851,tushardeshpande@gmail.com,24-12-25
Inaaya  Bala,Pune,Apartment,3,804,Furnished,35536,19,9557911423,inaayabala@gmail.com,03-12-25
Manikya Kadakia,Mumbai,Studio,3,2207,Semi-Furnished,159102,4,9386766332,manikyakadakia@gmail.com,23-10-25
Aniruddh Sharma,Chennai,Independent,2,2073,Semi-Furnished,60230,11,9447570197,aniruddhsharma@gmail.com,11-11-25
Jhanvi Bobal,Jaipur,Apartment,5,762,Unfurnished,13512,5,9947637407,jhanvibobal@gmail.com,08-12-25
Uthkarsh Halder,Nagpur,Villa,1,1663,Unfurnished,30690,16,9851918170,uthkarshhalder@gmail.com,10-11-25
Miraya Sengupta,Nagpur,Studio,3,2358,Furnished,46228,7,9685123771,mirayasengupta@gmail.com,20-12-25
Shray Kakar,Mumbai,Apartment,3,539,Unfurnished,28122,6,9795200912,shraykakar@gmail.com,09-10-25
Myra Bumb,Delhi,Villa,2,450,Semi-Furnished,22766,5,9248463979,myrabumb@gmail.com,29-11-25
Yashvi Zachariah,Jaipur,Villa,1,950,Semi-Furnished,20499,15,9686353737,yashvizachariah@gmail.com,05-12-25
Indrans Dhar,Indore,Independent,5,2335,Furnished,40045,13,9756512511,indransdhar@gmail.com,08-12-25
Aarna Banerjee,Delhi,Apartment,5,2049,Furnished,97762,20,9685453760,aarnabanerjee@gmail.com,25-10-25
Mehul Bir,Mumbai,Studio,4,596,Furnished,41478,0,9260440480,mehulbir@gmail.com,17-10-25
Uthkarsh Goyal,Mumbai,Studio,4,1403,Furnished,95011,11,9808829991,uthkarshgoyal@gmail.com,14-11-25
Vedika Handa,Chennai,Independent,4,2306,Unfurnished,78364,1,9346981611,vedikahanda@gmail.com,16-10-25
Kanav Bains,Mumbai,Apartment,4,890,Furnished,24568,15,9128192811,kanavbains@gmail.com,09-11-25
Zoya Randhawa,Chennai,Independent,1,1717,Furnished,78034,4,9111510186,zoyarandhawa@gmail.com,20-11-25
Suhana Kara,Chennai,Independent,2,924,Unfurnished,38829,15,9017825323,suhanakara@gmail.com,19-12-25
Tanya De,Indore,Villa,1,2004,Semi-Furnished,23740,7,9966673323,tanyade@gmail.com,03-11-25
Dhanuk Bumb,Pune,Villa,2,1569,Unfurnished,40872,13,9538235567,dhanukbumb@gmail.com,12-10-25
Amani Raj,Hyderabad,Studio,5,1511,Furnished,28794,20,9743923394,amaniraj@gmail.com,23-10-25
Ivana Gera,Mumbai,Studio,3,2100,Furnished,120057,3,9689232535,ivanagera@gmail.com,29-10-25
Kaira Sagar,Pune,Studio,3,1351,Furnished,67153,9,9124843108,kairasagar@gmail.com,08-10-25
Jhanvi Biswas,Chennai,Studio,5,2174,Furnished,71486,14,9724788370,jhanvibiswas@gmail.com,07-12-25
Darshit Mani,Pune,Apartment,5,552,Semi-Furnished,20650,12,9906465340,darshitmani@gmail.com,19-11-25
Purab Sahni,Chennai,Studio,1,1798,Furnished,62821,2,9113884850,purabsahni@gmail.com,15-12-25
Hrishita Goswami,Chennai,Villa,4,1143,Unfurnished,25133,7,9641202021,hrishitagoswami@gmail.com,08-10-25
Nakul Kant,Nagpur,Independent,5,882,Semi-Furnished,12231,14,9698708046,nakulkant@gmail.com,07-12-25
Kaira Bandi,Kolkata,Villa,1,1245,Furnished,31982,1,9624608080,kairabandi@gmail.com,06-11-25
Alia Savant,Jaipur,Apartment,2,1403,Unfurnished,19114,17,9093442497,aliasavant@gmail.com,15-12-25
Shlok Hora,Kolkata,Villa,3,488,Furnished,20304,6,9617972222,shlokhora@gmail.com,20-12-25
Yakshit Mammen,Pune,Apartment,1,2471,Furnished,113402,15,9787809871,yakshitmammen@gmail.com,02-11-25
Shayak Dhar,Indore,Villa,4,689,Furnished,12462,0,9565407950,shayakdhar@gmail.com,05-12-25
Kavya Sunder,Kolkata,Independent,5,665,Unfurnished,17911,15,9700042842,kavyasunder@gmail.com,05-11-25
Vanya Batra,Kolkata,Studio,1,2197,Unfurnished,38662,14,9122207757,vanyabatra@gmail.com,23-10-25
Ritvik Varkey,Pune,Independent,4,1564,Semi-Furnished,60485,9,9583734408,ritvikvarkey@gmail.com,04-12-25
Miraan Doctor,Hyderabad,Independent,4,889,Unfurnished,27553,20,9134788246,miraandoctor@gmail.com,02-11-25
Anay Bhardwaj,Mumbai,Villa,4,1312,Unfurnished,89104,13,9751252769,anaybhardwaj@gmail.com,24-11-25
Diya Virk,Nagpur,Apartment,5,2265,Unfurnished,47259,19,9563260674,diyavirk@gmail.com,14-10-25
Riaan Bedi,Indore,Studio,2,693,Semi-Furnished,17722,6,9351790728,riaanbedi@gmail.com,09-12-25
Zeeshan Ramachandran,Nagpur,Villa,4,532,Unfurnished,9405,5,9908165461,zeeshanramachandran@gmail.com,25-10-25
Anvi Chopra,Jaipur,Studio,4,1979,Unfurnished,62103,9,9353844427,anvichopra@gmail.com,23-12-25
Diya Reddy,Kolkata,Apartment,4,1556,Unfurnished,36853,9,9310635032,diyareddy@gmail.com,01-11-25
Ivan Chandra,Bangalore,Apartment,2,2373,Unfurnished,138159,14,9919157444,ivanchandra@gmail.com,24-10-25
Rasha Gour,Nagpur,Apartment,3,1102,Furnished,18783,19,9349107552,rashagour@gmail.com,14-10-25
Heer Saha,Chennai,Villa,1,2261,Furnished,41625,14,9881173354,heersaha@gmail.com,29-11-25
Nitara Gade,Bangalore,Independent,4,412,Semi-Furnished,19616,20,9814025570,nitaragade@gmail.com,23-11-25
Kiaan Wali,Chennai,Independent,4,1827,Semi-Furnished,65723,13,9582675676,kiaanwali@gmail.com,22-12-25
Zara Kapoor,Jaipur,Villa,1,1105,Semi-Furnished,36706,16,9606785666,zarakapoor@gmail.com,14-11-25
Raghav Talwar,Bangalore,Studio,2,1500,Unfurnished,85568,19,9896027255,raghavtalwar@gmail.com,09-10-25
Dhanuk Dave,Hyderabad,Independent,2,1127,Unfurnished,28667,14,9670749262,dhanukdave@gmail.com,21-12-25
Ritvik Bahri,Chennai,Apartment,4,1141,Furnished,37084,10,9515293161,ritvikbahri@gmail.com,12-10-25
Divit Sridhar,Bangalore,Apartment,5,779,Unfurnished,21666,13,9560139306,divitsridhar@gmail.com,20-11-25
Misha Chaudhary,Delhi,Independent,1,590,Furnished,23786,2,9947611244,mishachaudhary@gmail.com,25-12-25
Vritika Bali,Chennai,Studio,3,683,Unfurnished,26247,1,9967471507,vritikabali@gmail.com,11-10-25
Anya Vohra,Nagpur,Apartment,1,1324,Semi-Furnished,36704,5,9232456579,anyavohra@gmail.com,20-11-25
Khushi Tailor,Kolkata,Villa,3,1777,Furnished,34246,17,9459961249,khushitailor@gmail.com,13-11-25
Zoya Vyas,Bangalore,Independent,5,2483,Semi-Furnished,73000,14,9194552541,zoyavyas@gmail.com,26-10-25
Trisha Tak,Chennai,Villa,2,2056,Furnished,93713,5,9481563790,trishatak@gmail.com,11-12-25
Taimur Bhattacharyya,Nagpur,Villa,5,2070,Unfurnished,75689,13,9273984732,taimurbhattacharyya@gmail.com,30-10-25
Ehsaan Divan,Nagpur,Apartment,2,824,Furnished,27618,12,9834411493,ehsaandivan@gmail.com,02-11-25
Ryan Sama,Indore,Independent,2,1132,Furnished,33320,7,9590454376,ryansama@gmail.com,07-10-25
Suhana Saran,Delhi,Apartment,5,2235,Unfurnished,82378,2,9602343490,suhanasaran@gmail.com,18-12-25
Alisha Dass,Mumbai,Apartment,5,2186,Unfurnished,100228,20,9908063105,alishadass@gmail.com,16-12-25
Vaibhav Thaker,Kolkata,Villa,4,589,Furnished,22880,15,9715915747,vaibhavthaker@gmail.com,20-11-25
Alisha Guha,Kolkata,Apartment,2,2404,Semi-Furnished,41476,12,9189821870,alishaguha@gmail.com,26-11-25
Chirag Banik,Indore,Studio,5,1808,Furnished,25185,18,9150161549,chiragbanik@gmail.com,22-12-25
Alisha Bains,Delhi,Apartment,4,2336,Furnished,50175,11,9860182626,alishabains@gmail.com,11-11-25
Madhup Toor,Mumbai,Apartment,5,903,Semi-Furnished,67232,11,9559185332,madhuptoor@gmail.com,15-10-25
Parinaaz Sur,Mumbai,Apartment,5,1377,Furnished,85718,17,9979969139,parinaazsur@gmail.com,30-11-25
Tarini Kunda,Chennai,Independent,4,2299,Semi-Furnished,48942,3,9781754536,tarinikunda@gmail.com,10-11-25
Shanaya Kala,Jaipur,Apartment,5,1193,Unfurnished,43803,13,9047650093,shanayakala@gmail.com,20-11-25
Mishti Swamy,Bangalore,Independent,2,732,Furnished,47806,4,9004873725,mishtiswamy@gmail.com,30-11-25
Charvi Bhandari,Chennai,Studio,5,1067,Furnished,35418,14,9848596927,charvibhandari@gmail.com,05-10-25
Navya Sundaram,Chennai,Studio,1,1954,Unfurnished,91191,16,9072035691,navyasundaram@gmail.com,24-10-25
Arhaan Chauhan,Chennai,Apartment,4,2466,Furnished,105773,14,9285394350,arhaanchauhan@gmail.com,28-11-25
Seher Gokhale,Pune,Independent,1,1439,Furnished,26539,4,9413843675,sehergokhale@gmail.com,29-11-25
Sara Bhatt,Pune,Villa,3,742,Unfurnished,18557,9,9963686925,sarabhatt@gmail.com,17-10-25
Neysa Mann,Delhi,Apartment,3,1697,Unfurnished,98319,15,9191935883,neysamann@gmail.com,11-11-25
Myra Bala,Bangalore,Independent,4,591,Semi-Furnished,20718,12,9403077670,myrabala@gmail.com,10-10-25
Krish Khurana,Jaipur,Independent,3,2075,Unfurnished,42451,7,9673015097,krishkhurana@gmail.com,12-11-25
Eva Batta,Hyderabad,Apartment,4,842,Furnished,25855,15,9237293078,evabatta@gmail.com,23-12-25
Indrajit Kapadia,Hyderabad,Independent,4,1284,Furnished,62325,19,9056798559,indrajitkapadia@gmail.com,03-11-25
Nakul Thakur,Bangalore,Independent,4,1506,Furnished,72205,2,9787684464,nakulthakur@gmail.com,15-12-25
Kismat Saran,Bangalore,Villa,3,567,Furnished,14383,18,9303912594,kismatsaran@gmail.com,21-11-25
Rania Varty,Bangalore,Villa,1,764,Unfurnished,26978,12,9464054027,raniavarty@gmail.com,26-12-25
Taimur Banerjee,Bangalore,Villa,4,501,Semi-Furnished,31771,10,9087832116,taimurbanerjee@gmail.com,26-10-25
Samar Rao,Kolkata,Villa,3,1750,Semi-Furnished,74025,4,9820853385,samarrao@gmail.com,04-11-25
Ela Dara,Kolkata,Independent,3,485,Unfurnished,11270,5,9518364559,eladara@gmail.com,26-12-25
Biju Bala,Jaipur,Apartment,4,1681,Unfurnished,41200,11,9088445806,bijubala@gmail.com,05-11-25
Aayush Sarna,Kolkata,Independent,4,724,Unfurnished,19246,4,9719752433,aayushsarna@gmail.com,15-10-25
Manikya Bhagat,Indore,Villa,2,1350,Unfurnished,16137,17,9445522050,manikyabhagat@gmail.com,07-11-25
Mehul Majumdar,Mumbai,Apartment,5,1659,Unfurnished,115706,6,9625141324,mehulmajumdar@gmail.com,11-10-25
Krish Virk,Mumbai,Independent,1,2327,Furnished,150138,20,9809651982,krishvirk@gmail.com,05-12-25
Renee Kata,Indore,Independent,5,1636,Furnished,48548,18,9222237018,reneekata@gmail.com,03-12-25
Lagan Sunder,Hyderabad,Studio,5,1951,Semi-Furnished,58373,9,9328022285,lagansunder@gmail.com,16-10-25
Raghav Swaminathan,Mumbai,Independent,4,1057,Unfurnished,29072,17,9516590879,raghavswaminathan@gmail.com,13-12-25
Lakshit Gour,Bangalore,Villa,2,1791,Semi-Furnished,83237,19,9637100635,lakshitgour@gmail.com,18-12-25
Dhanuk Rattan,Bangalore,Independent,4,955,Semi-Furnished,66649,20,9976138908,dhanukrattan@gmail.com,28-11-25
Adira Bandi,Jaipur,Studio,2,1661,Unfurnished,27780,8,9338436145,adirabandi@gmail.com,08-10-25
Pari Chawla,Hyderabad,Studio,3,2353,Semi-Furnished,89068,1,9831787734,parichawla@gmail.com,03-11-25
Farhan Chawla,Nagpur,Studio,4,1486,Furnished,30763,19,9032094650,farhanchawla@gmail.com,25-12-25
Neelofar Tella,Mumbai,Villa,2,1618,Semi-Furnished,66160,14,9649065871,neelofartella@gmail.com,12-11-25
Samarth Sandal,Chennai,Independent,1,2145,Furnished,48283,14,9378272714,samarthsandal@gmail.com,11-10-25
Anya Chaudhari,Bangalore,Independent,3,993,Semi-Furnished,48902,4,9504652710,anyachaudhari@gmail.com,26-10-25
Abram Sarkar,Pune,Independent,2,666,Furnished,27807,1,9685232022,abramsarkar@gmail.com,25-10-25
Aayush Kapadia,Indore,Independent,1,1794,Furnished,49001,18,9584213330,aayushkapadia@gmail.com,05-11-25
Anahi Solanki,Chennai,Villa,4,2408,Furnished,99418,17,9621226405,anahisolanki@gmail.com,30-12-25
Devansh Desai,Indore,Studio,4,1913,Furnished,32566,17,9609555418,devanshdesai@gmail.com,06-10-25
Armaan Khosla,Hyderabad,Independent,3,604,Semi-Furnished,23539,13,9277905092,armaankhosla@gmail.com,06-12-25
Mishti Deshpande,Delhi,Villa,4,1528,Furnished,59076,4,9916247633,mishtideshpande@gmail.com,05-10-25
Nishith Krishna,Mumbai,Independent,3,1653,Furnished,89493,17,9211471853,nishithkrishna@gmail.com,10-12-25
Shayak Sarraf,Pune,Independent,2,747,Unfurnished,34635,0,9823598998,shayaksarraf@gmail.com,03-11-25
Rasha Kala,Nagpur,Independent,3,1138,Unfurnished,24859,20,9095439731,rashakala@gmail.com,10-10-25
Shayak Kadakia,Chennai,Studio,2,593,Semi-Furnished,28581,10,9849443427,shayakkadakia@gmail.com,13-11-25
Divyansh Mahajan,Kolkata,Villa,3,888,Furnished,31467,2,9681005629,divyanshmahajan@gmail.com,12-12-25
Ishita Wali,Delhi,Villa,3,2170,Furnished,103346,1,9464935169,ishitawali@gmail.com,04-11-25
Shalv Roy,Nagpur,Villa,5,1009,Furnished,33930,4,9368360002,shalvroy@gmail.com,18-10-25
Vivaan Thaker,Kolkata,Apartment,5,1111,Furnished,22544,17,9915239301,vivaanthaker@gmail.com,02-11-25
Anaya Basak,Indore,Apartment,2,2068,Furnished,69518,15,9292245064,anayabasak@gmail.com,25-12-25
Chirag Trivedi,Bangalore,Studio,1,1092,Semi-Furnished,61809,10,9549078593,chiragtrivedi@gmail.com,28-11-25
Amani Mand,Nagpur,Studio,4,1462,Semi-Furnished,33487,12,9243741776,amanimand@gmail.com,01-12-25
Abram Mammen,Chennai,Studio,2,1929,Semi-Furnished,42749,15,9416326490,abrammammen@gmail.com,27-12-25
Anya Wable,Bangalore,Studio,1,550,Semi-Furnished,25615,6,9964005458,anyawable@gmail.com,31-10-25
Dhanush Iyer,Mumbai,Apartment,1,2149,Semi-Furnished,120816,1,9650481037,dhanushiyer@gmail.com,02-12-25
Myra Varkey,Nagpur,Villa,1,893,Furnished,28571,12,9295893840,myravarkey@gmail.com,01-11-25
Anahi Seshadri,Hyderabad,Studio,5,831,Unfurnished,19287,9,9091678665,anahiseshadri@gmail.com,23-11-25
Mohanlal Buch,Jaipur,Apartment,2,577,Furnished,9448,8,9657724474,mohanlalbuch@gmail.com,01-12-25
Alia Ghose,Bangalore,Studio,4,651,Furnished,17444,8,9959841127,aliaghose@gmail.com,28-12-25
Hunar Raja,Chennai,Studio,1,462,Unfurnished,24042,11,9147772371,hunarraja@gmail.com,04-11-25
Vardaniya Kakar,Bangalore,Villa,3,1004,Furnished,48844,5,9125610145,vardaniyakakar@gmail.com,04-11-25
Dishani Konda,Nagpur,Independent,4,2010,Semi-Furnished,71998,12,9089960382,dishanikonda@gmail.com,27-10-25
Dhanush Chokshi,Jaipur,Apartment,3,2063,Semi-Furnished,51112,13,9551855205,dhanushchokshi@gmail.com,25-12-25
Ishita Sane,Nagpur,Studio,1,1229,Semi-Furnished,22506,13,9648582960,ishitasane@gmail.com,13-12-25
Kartik Hayre,Pune,Villa,4,1572,Unfurnished,36166,9,9336628289,kartikhayre@gmail.com,11-12-25
Aaryahi Thakkar,Jaipur,Independent,3,433,Unfurnished,7417,19,9872258803,aaryahithakkar@gmail.com,12-10-25
